step,time_start,time_end,mid_start,mid_end,price_change,process_volatility,latent_signal,drift_price_move,information_price_move,noise_price_move,jump_price_move,quote_bid,quote_ask,bid_size,ask_size,bid_distance,ask_distance,quote_center_shift,effective_half_spread,bid_intensity,ask_intensity,bid_fill_quantity,ask_fill_quantity,net_inventory_change,toxic_bid_quantity,toxic_ask_quantity,total_toxic_quantity,inventory_start,inventory_after_risk_action,inventory_after_fills,cash_start,cash_after_risk_action,cash_after_fills,wealth_start,wealth_end,forced_execution_pnl,forced_execution_cost,forced_trade_quantity,spread_capture,maker_fees,price_move_pnl,new_fill_price_pnl,carried_inventory_price_pnl,passive_markout_pnl,drift_price_pnl,information_price_pnl,noise_price_pnl,jump_price_pnl,new_fill_information_pnl,carried_information_pnl,exact_interval_pnl,attributed_interval_pnl,reconciliation_error,risk_state,risk_reason_codes,risk_liquidation_pnl,risk_drawdown,estimated_volatility,target_half_spread,estimated_bid_adverse_loss,estimated_ask_adverse_loss
10,0.04,0.044,99.48263271644161,99.50903731386443,0.026404597422811094,1.5,-0.7954754004468512,0.0,-0.052825795848978,0.07923039327179016,0.0,99.43,99.54,4.0,4.0,0.052632716441607386,0.057367283558392046,0.0023672835583994356,0.054999999999999716,71.40362474427539,15.66252170283421,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,-399.40599999999995,-399.40599999999995,-399.40599999999995,-1.4754691342334922,-1.3698507445422479,0.0,0.0,0.0,0.0,0.0,0.10561838969124437,0.0,0.10561838969124437,0.0,0.0,-0.211303183395912,0.3169215730871606,0.0,-0.0,-0.211303183395912,0.10561838969124437,0.10561838969124437,0.0,normal,,0.0,0.0,0.0,0.05,0.03554251431287976,0.005225511329436471
11,0.044,0.048,99.50903731386443,99.62332318310384,0.11428586923940998,1.5,1.1653131790761706,0.0,0.07738592049913975,0.03689994874026421,0.0,99.45,99.56,4.0,4.0,0.05903731386442246,0.05096268613557697,-0.004037313864429848,0.054999999999999716,10.89556863802301,102.64363975602186,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,-399.40599999999995,-399.40599999999995,-399.40599999999995,-1.3698507445422479,-0.912707267584608,0.0,0.0,0.0,0.0,0.0,0.4571434769576399,0.0,0.4571434769576399,0.0,0.0,0.309543681996559,0.14759979496105685,0.0,0.0,0.309543681996559,0.4571434769576399,0.4571434769576399,0.0,normal,,0.0,0.0,0.0,0.05,0.03554251431287976,0.005225511329436471
12,0.048,0.052000000000000005,99.62332318310384,99.66293799415584,0.039614811052004484,1.5,-0.07260025097529303,0.0,-0.004821225187417523,0.04443603623942216,0.0,99.57000000000001,99.68,4.0,4.0,0.05332318310382789,0.056676816896171545,0.0016768168961647234,0.054999999999999716,36.79391949244417,30.395261979303534,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,-399.40599999999995,-399.40599999999995,-399.40599999999995,-0.912707267584608,-0.75424802337659,0.0,0.0,0.0,0.0,0.0,0.15845924420801794,0.0,0.15845924420801794,0.0,0.0,-0.01928490074967009,0.17774414495768864,0.0,-0.0,-0.01928490074967009,0.15845924420801794,0.15845924420801794,0.0,normal,,0.0,0.0,0.0,0.05,0.03554251431287976,0.005225511329436471
13,0.052000000000000005,0.056,99.66293799415584,99.74128846021516,0.0783504660593195,1.5,-0.31015492421599666,0.0,-0.02059671574882871,0.09894718180814542,0.0,99.61,99.72,4.0,4.0,0.05293799415584033,0.0570620058441591,0.0020620058441522815,0.054999999999999716,45.8816478124683,24.374905338825464,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,-399.40599999999995,-399.40599999999995,-399.40599999999995,-0.75424802337659,-0.440846159139312,0.0,0.0,0.0,0.0,0.0,0.313401864237278,0.0,0.313401864237278,0.0,0.0,-0.08238686299531484,0.3957887272325817,0.0,-0.0,-0.08238686299531484,0.313401864237278,0.313401864237278,0.0,normal,,0.0,0.0,0.0,0.05,0.03554251431287976,0.005225511329436471
14,0.056,0.06,99.74128846021516,99.77311487632001,0.03182641610484893,1.5,0.5536205996155616,0.0,0.036764743141839556,-0.004938327036990677,0.0,99.69,99.8,4.0,4.0,0.051288460215161535,0.058711539784837896,0.003711539784845286,0.054999999999999716,21.722722810391986,51.48345499686751,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,-399.40599999999995,-399.40599999999995,-399.40599999999995,-0.440846159139312,-0.3135404947199163,0.0,0.0,0.0,0.0,0.0,0.12730566441939573,0.0,0.12730566441939573,0.0,0.0,0.14705897256735823,-0.01975330814796271,0.0,0.0,0.14705897256735823,0.12730566441939573,0.12730566441939573,0.0,normal,,0.0,0.0,0.0,0.05,0.03554251431287976,0.005225511329436471
15,0.06,0.064,99.77311487632001,99.6957124619428,-0.07740241437720385,1.5,-0.18081090455170656,0.0,-0.012007259967752678,-0.0653951544094634,0.0,99.72,99.83,4.0,4.0,0.05311487632000933,0.0568851236799901,0.0018851236799974913,0.054999999999999716,40.709916469343256,27.47145951675997,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,-399.40599999999995,-399.40599999999995,-399.40599999999995,-0.3135404947199163,-0.6231501522287317,0.0,0.0,0.0,0.0,0.0,-0.3096096575088154,-0.0,-0.3096096575088154,0.0,0.0,-0.04802903987101071,-0.2615806176378536,0.0,-0.0,-0.04802903987101071,-0.3096096575088154,-0.3096096575088154,0.0,normal,,0.0,0.0,0.0,0.05,0.03554251431287976,0.005225511329436471
16,0.064,0.068,99.6957124619428,99.6469862121733,-0.04872624976950135,1.5,-2.040997479345517,0.0,-0.13553821540128036,0.08681196563177938,0.0,99.64,99.75,4.0,4.0,0.05571246194280377,0.05428753805719566,-0.00071246194281116,0.054999999999999716,207.24114911254784,5.3964226072250145,2.0,0.0,2.0,2.0,0.0,2.0,4.0,4.0,6.0,-399.40599999999995,-399.40599999999995,-598.6879999999999,-0.6231501522287317,-0.806082726960085,0.0,0.0,0.0,0.11142492388560754,0.002,-0.2923574986170081,-0.0974524995390027,-0.1949049990780054,0.01397242434660484,0.0,-0.8132292924076822,0.5208717937906763,0.0,-0.2710764308025607,-0.5421528616051214,-0.18293257473135327,-0.18293257473140057,4.729550084903167e-14,normal,,0.0,0.0,0.0,0.05,0.03554251431287976,0.005225511329436471
17,0.068,0.07200000000000001,99.6469862121733,99.55152763374943,-0.09545857842387306,1.5,-1.7847417688919593,0.0,-0.11852082952366526,0.023062251099782122,0.0,99.59,99.7,4.0,4.0,0.05698621217329958,0.053013787826699854,-0.0019862121732927562,0.054999999999999716,160.82638726901592,6.953839113152184,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,-598.6879999999999,-598.6879999999999,-598.6879999999999,-0.806082726960085,-1.378834197503238,0.0,0.0,0.0,0.0,0.0,-0.5727514705432384,-0.0,-0.5727514705432384,0.0,0.0,-0.7111249771419915,0.13837350659869274,0.0,-0.0,-0.7111249771419915,-0.5727514705431531,-0.5727514705432384,8.526512829121202e-14,normal,,0.0,0.0,0.0,0.05,0.03686088785854193,0.005225511329436471
18,0.07200000000000001,0.076,99.55152763374943,99.51412166712439,-0.037405966625044584,1.5,0.15050134657303413,0.0,0.009994467967956444,-0.047400434592997844,0.0,99.5,99.61,4.0,4.0,0.051527633749429924,0.05847236625056951,0.003472366250576897,0.054999999999999716,31.089217376745587,35.9726270579833,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,-598.6879999999999,-598.6879999999999,-598.6879999999999,-1.378834197503238,-1.6032699972536193,0.0,0.0,0.0,0.0,0.0,-0.2244357997502675,-0.0,-0.2244357997502675,0.0,0.0,0.059966807807738665,-0.2844026075579871,0.0,0.0,0.059966807807738665,-0.2244357997503812,-0.2244357997502675,-1.1368683772161603e-13,normal,,0.0,0.0,0.0,0.05,0.03686088785854193,0.005225511329436471
19,0.076,0.08,99.51412166712439,99.51863442780311,0.004512760678721861,1.5,0.23888925196977148,0.0,0.015864117039925213,-0.011351356361206866,0.0,99.46000000000001,99.57000000000001,4.0,4.0,0.05412166712437738,0.05587833287562205,0.0008783328756294395,0.054999999999999716,27.402091300540523,40.81297335857656,0.0,1.0,-1.0,0.0,1.0,1.0,6.0,6.0,5.0,-598.6879999999999,-598.6879999999999,-499.11899999999986,-1.6032699972536193,-1.5258278609842932,0.0,0.0,0.0,0.05587833287562205,0.001,0.022563803393609305,-0.004512760678721861,0.027076564072331166,0.05136557219690019,0.0,0.07932058519962606,-0.05675678180603433,0.0,-0.015864117039925213,0.09518470223955128,0.07744213626932606,0.07744213626923135,9.470202400052585e-14,normal,,0.0,0.0,0.0,0.05,0.03686088785854193,0.005225511329436471
20,0.08,0.084,99.51863442780311,99.37590205656338,-0.14273237123973104,1.5,-0.489882242736145,0.0,-0.0325320171186716,-0.11020035412105991,0.0,99.46000000000001,99.57000000000001,4.0,4.0,0.05863442780309924,0.05136557219690019,-0.0036344278030924215,0.054999999999999716,48.68076526621186,22.973361575202485,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,-499.11899999999986,-499.11899999999986,-499.11899999999986,-1.5258278609842932,-2.2394897171829484,0.0,0.0,0.0,0.0,0.0,-0.7136618561986552,-0.0,-0.7136618561986552,0.0,0.0,-0.16266008559335798,-0.5510017706052995,0.0,-0.0,-0.16266008559335798,-0.7136618561986552,-0.7136618561986552,0.0,normal,,0.0,0.0,0.0,0.05,0.03686088785854193,0.0051542362643650095
21,0.084,0.088,99.37590205656338,99.36797523267741,-0.007926823885966883,1.5,-0.4587350349029277,0.0,-0.030463598609011846,0.022536774723056225,0.0,99.32000000000001,99.43,4.0,4.0,0.055902056563368774,0.05409794343663066,-0.0009020565633761635,0.054999999999999716,49.72133832925065,22.492572802697886,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,-499.11899999999986,-499.11899999999986,-499.11899999999986,-2.2394897171829484,-2.2791238366128255,0.0,0.0,0.0,0.0,0.0,-0.039634119429834413,-0.0,-0.039634119429834413,0.0,0.0,-0.15231799304505922,0.11268387361528112,0.0,-0.0,-0.15231799304505922,-0.039634119429877046,-0.039634119429834413,-4.263256414560601e-14,normal,,0.0,0.0,0.0,0.05,0.03686088785854193,0.0051542362643650095
22,0.088,0.092,99.36797523267741,99.33549168652117,-0.03248354615624294,1.5,0.5283704790862835,0.0,0.035087937408447394,-0.06757148356469808,0.0,99.31,99.42,4.0,4.0,0.05797523267740701,0.052024767322592425,-0.002975232677400186,0.054999999999999716,19.70203738508871,56.763714348885735,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,-499.11899999999986,-499.11899999999986,-499.11899999999986,-2.2791238366128255,-2.44154156739404,0.0,0.0,0.0,0.0,0.0,-0.1624177307812147,-0.0,-0.1624177307812147,0.0,0.0,0.17543968704223697,-0.33785741782349044,0.0,0.0,0.17543968704223697,-0.1624177307812147,-0.1624177307812147,0.0,normal,,0.0,0.0,0.0,0.05,0.03686088785854193,0.0051542362643650095
23,0.092,0.096,99.33549168652117,99.32192347848512,-0.01356820803604819,1.5,0.3017688827797902,0.0,0.020039816927518522,-0.033608024963566054,0.0,99.28,99.39,4.0,4.0,0.05549168652116521,0.054508313478834225,-0.0004916865211583854,0.054999999999999716,25.263668056822187,44.26755527751805,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,-499.11899999999986,-499.11899999999986,-499.11899999999986,-2.44154156739404,-2.5093826075742527,0.0,0.0,0.0,0.0,0.0,-0.06784104018024095,-0.0,-0.06784104018024095,0.0,0.0,0.10019908463759261,-0.16804012481783026,0.0,0.0,0.10019908463759261,-0.06784104018021253,-0.06784104018024095,2.842170943040401e-14,normal,,0.0,0.0,0.0,0.05,0.03686088785854193,0.0051542362643650095
24,0.096,0.1,99.32192347848512,99.22089446034964,-0.1010290181354776,1.5,0.4959572410389394,0.0,0.03293544457845983,-0.133964462713939,0.0,99.27,99.38,4.0,4.0,0.05192347848512213,0.0580765215148773,0.0030765215148704783,0.054999999999999716,22.619798003737476,49.441680338323806,0.0,1.0,-1.0,0.0,1.0,1.0,5.0,5.0,4.0,-499.11899999999986,-499.11899999999986,-399.73999999999984,-2.5093826075742527,-2.8564221586012764,0.0,0.0,0.0,0.0580765215148773,0.001,-0.4041160725419104,0.1010290181354776,-0.505145090677388,0.1591055396503549,0.0,0.13174177831383932,-0.535857850855756,0.0,-0.03293544457845983,0.16467722289229914,-0.34703955102702366,-0.3470395510270331,9.43689570931383e-15,normal,,0.0,0.0,0.0,0.05,0.03686088785854193,0.0051542362643650095
25,0.1,0.10400000000000001,99.22089446034964,99.20053006524103,-0.020364395108614985,1.5,0.8928696604078727,0.0,0.05929353739154882,-0.07965793250016241,0.0,99.17,99.28,4.0,4.0,0.05089446034963885,0.05910553965036058,0.004105539650353762,0.054999999999999716,16.12106319082982,69.372646765283,2.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,6.0,-399.73999999999984,-399.73999999999984,-598.0819999999998,-2.8564221586012764,-2.878819608553613,0.0,0.0,0.0,0.1017889206992777,0.002,-0.12218637065168991,-0.04072879021722997,-0.08145758043445994,0.061060130482047725,0.0,0.3557612243492929,-0.4779475950009745,0.0,0.11858707478309764,0.23717414956619529,-0.0223974499523365,-0.02239744995241222,7.571721027943568e-14,normal,,0.0,0.0,0.0,0.05,0.03686088785854193,0.004638812637928509
26,0.10400000000000001,0.108,99.20053006524103,99.45866595803881,0.2581358927977817,1.5,1.96337055742288,0.0,0.13038317989978473,0.12775271289799553,0.0,99.15,99.26,4.0,4.0,0.050530065241019884,0.05946993475897955,0.004469934758986938,0.054999999999999716,6.191856706541976,180.61800768687763,0.0,1.0,-1.0,0.0,1.0,1.0,6.0,6.0,5.0,-598.0819999999998,-598.0819999999998,-498.82299999999975,-2.878819608553613,-1.5296702098057153,0.0,0.0,0.0,0.05946993475897955,0.001,1.2906794639889085,-0.2581358927977817,1.5488153567866902,-0.19866595803880216,0.0,0.6519158994989237,0.6387635644899776,0.0,-0.13038317989978473,0.7822990793987084,1.3491493987478975,1.3491493987478882,9.325873406851315e-15,normal,,0.0,0.0,0.0,0.05,0.035211238583549236,0.004638812637928509
27,0.108,0.112,99.45866595803881,99.41569308315366,-0.04297287488515167,1.5,-0.7301013622374686,0.0,-0.04848444777670303,0.005511572891543747,0.0,99.4,99.51,4.0,4.0,0.05866595803880159,0.05133404196119784,-0.00366595803879477,0.054999999999999716,60.39544279289955,18.51730479157484,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,-498.82299999999975,-498.82299999999975,-498.82299999999975,-1.5296702098057153,-1.7445345842314737,0.0,0.0,0.0,0.0,0.0,-0.21486437442575834,-0.0,-0.21486437442575834,0.0,0.0,-0.24242223888351513,0.027557864457718736,0.0,-0.0,-0.24242223888351513,-0.21486437442575834,-0.21486437442575834,0.0,normal,,0.0,0.0,0.0,0.05,0.035211238583549236,0.029988520653913824
28,0.112,0.116,99.41569308315366,99.42667696953457,0.010983886380913077,1.5,0.7994400268096503,0.0,0.053089078085915925,-0.04210519170500971,0.0,99.36,99.47,4.0,4.0,0.055693083153656175,0.054306916846343256,-0.0006930831536635651,0.054999999999999716,16.084211673278368,69.5315906639205,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,-498.82299999999975,-498.82299999999975,-498.82299999999975,-1.7445345842314737,-1.689615152326894,0.0,0.0,0.0,0.0,0.0,0.054919431904565386,0.0,0.054919431904565386,0.0,0.0,0.2654453904295796,-0.21052595852504855,0.0,0.0,0.2654453904295796,0.054919431904579596,0.054919431904565386,1.4210854715202004e-14,normal,,0.0,0.0,0.0,0.05,0.035211238583549236,0.029988520653913824
29,0.116,0.12,99.42667696953457,99.387894798885,-0.03878217064956857,1.5,-0.8418666790980596,0.0,-0.05590654003519057,0.017124369385632922,0.0,99.37,99.48,4.0,4.0,0.05667696953456414,0.053323030465435295,-0.0016769695345573155,0.054999999999999716,69.22099619989255,16.156381497150125,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,-498.82299999999975,-498.82299999999975,-498.82299999999975,-1.689615152326894,-1.8835260055747653,0.0,0.0,0.0,0.0,0.0,-0.19391085324784285,-0.0,-0.19391085324784285,0.0,0.0,-0.27953270017595283,0.0856218469281646,0.0,-0.0,-0.27953270017595283,-0.19391085324787127,-0.19391085324784285,-2.842170943040401e-14,normal,,0.0,0.0,0.0,0.05,0.035211238583549236,0.029988520653913824
30,0.12,0.124,99.387894798885,99.42376054854425,0.03586574965925138,1.5,0.8021925716699323,0.0,0.05327186861944183,-0.017406118960189978,0.0,99.33,99.44,4.0,4.0,0.05789479888500182,0.05210520111499761,-0.002894798885009209,0.054999999999999716,15.420996283875224,72.52195653452324,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,6.0,-498.82299999999975,-498.82299999999975,-598.1539999999998,-1.8835260055747653,-1.6114367087342316,0.0,0.0,0.0,0.05789479888500182,0.001,0.21519449795550827,0.03586574965925138,0.1793287482962569,0.0937605485442532,0.0,0.319631211716651,-0.10443671376113986,0.0,0.05327186861944183,0.26635934309720916,0.27208929684053373,0.2720892968405101,2.3647750424515834e-14,normal,,0.0,0.0,0.0,0.05,0.035211238583549236,0.029988520653913824
31,0.124,0.128,99.42376054854425,99.47759438436954,0.053833835825287224,1.5,-1.7441041441778018,0.0,-0.11582217301495164,0.1696560088402297,0.0,99.37,99.48,4.0,4.0,0.053760548544246944,0.05623945145575249,0.0012394514557598768,0.054999999999999716,164.3196352286706,6.806008427793241,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,-598.1539999999998,-598.1539999999998,-598.1539999999998,-1.6114367087342316,-1.2884336937825083,0.0,0.0,0.0,0.0,0.0,0.32300301495172334,0.0,0.32300301495172334,0.0,0.0,-0.6949330380897099,1.0179360530413781,0.0,-0.0,-0.6949330380897099,0.32300301495172334,0.32300301495172334,0.0,normal,,0.0,0.0,0.0,0.05,0.03169011472519431,0.029988520653913824
32,0.128,0.132,99.47759438436954,99.32369858359104,-0.15389580077849985,1.5,-1.4673686404629127,0.0,-0.09744476849031784,-0.05645103228818017,0.0,99.42,99.53,4.0,4.0,0.05759438436953701,0.05240561563046242,-0.0025943843695444,0.054999999999999716,119.55093658118919,9.35468055876538,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,-598.1539999999998,-598.1539999999998,-598.1539999999998,-1.2884336937825083,-2.2118084984535926,0.0,0.0,0.0,0.0,0.0,-0.9233748046709991,-0.0,-0.9233748046709991,0.0,0.0,-0.584668610941907,-0.33870619372908106,0.0,-0.0,-0.584668610941907,-0.9233748046710843,-0.9233748046709991,-8.526512829121202e-14,normal,,0.0,0.0,0.0,0.05,0.03169011472519431,0.029988520653913824
